feature_set,fold,train_candidates,test_candidates,selected_trades,pairwise_auc,stock_mean_return_bps,stock_portfolio_return,stock_max_drawdown,symbol_counts,option_policy,option_portfolio_return,option_max_drawdown,option_mean_return,option_win_rate,option_total_losses
baseline,4,2082,364,163,0.679783950617284,50.98842573328397,1.2411714656684518,0.10351454280522111,"{""TSLA"": 57, ""AAPL"": 53, ""MSFT"": 53}",call_30d_delta40,73.29249147524538,0.474639663687749,0.03645995578453879,0.4785276073619632,0
baseline,4,2082,364,163,0.679783950617284,50.98842573328397,1.2411714656684518,0.10351454280522111,"{""TSLA"": 57, ""AAPL"": 53, ""MSFT"": 53}",call_45d_delta50,32.4664091861015,0.3645089898706336,0.027063052286719732,0.49079754601226994,0
geometry,1,981,364,109,0.5135135135135136,21.628506321309533,0.2506068772927892,0.09097763823122117,"{""MSFT"": 51, ""AAPL"": 39, ""TSLA"": 19}",call_14d_delta35,1.7964379371392627,0.7835493663438229,0.04054925154945531,0.3761467889908257,0
geometry,1,981,364,109,0.5135135135135136,21.628506321309533,0.2506068772927892,0.09097763823122117,"{""MSFT"": 51, ""AAPL"": 39, ""TSLA"": 19}",call_30d_delta40,3.3846132961700484,0.5894777242948981,0.025334273865099288,0.4036697247706422,0
geometry,1,981,364,109,0.5135135135135136,21.628506321309533,0.2506068772927892,0.09097763823122117,"{""MSFT"": 51, ""AAPL"": 39, ""TSLA"": 19}",call_45d_delta50,2.7122548096871726,0.4760473464596914,0.018476962046038926,0.41284403669724773,0
geometry,2,1345,372,164,0.5693461057892545,16.569803139285753,0.26713228742423967,0.10011409237620233,"{""MSFT"": 61, ""AAPL"": 54, ""TSLA"": 49}",call_14d_delta35,27.646704358030092,0.7653230764681086,0.04951786190901199,0.40853658536585363,0
geometry,2,1345,372,164,0.5693461057892545,16.569803139285753,0.26713228742423967,0.10011409237620233,"{""MSFT"": 61, ""AAPL"": 54, ""TSLA"": 49}",call_30d_delta40,97.06109520198738,0.5265126387539072,0.0393577480467544,0.4695121951219512,0
geometry,2,1345,372,164,0.5693461057892545,16.569803139285753,0.26713228742423967,0.10011409237620233,"{""MSFT"": 61, ""AAPL"": 54, ""TSLA"": 49}",call_45d_delta50,47.207539640645564,0.40853506590343447,0.029964982274122143,0.4695121951219512,0
geometry,3,1717,365,169,0.6092037983929877,34.77932312705171,0.7594641354272962,0.06526311460254136,"{""MSFT"": 61, ""AAPL"": 55, ""TSLA"": 53}",call_14d_delta35,-0.548348693047557,0.9363024159186566,0.022211233388759067,0.3668639053254438,0
geometry,3,1717,365,169,0.6092037983929877,34.77932312705171,0.7594641354272962,0.06526311460254136,"{""MSFT"": 61, ""AAPL"": 55, ""TSLA"": 53}",call_30d_delta40,0.373794041008054,0.7620699760255533,0.011959955367354653,0.3727810650887574,0
geometry,3,1717,365,169,0.6092037983929877,34.77932312705171,0.7594641354272962,0.06526311460254136,"{""MSFT"": 61, ""AAPL"": 55, ""TSLA"": 53}",call_45d_delta50,0.7591664823862918,0.6275033993884691,0.00888389098118137,0.378698224852071,0
geometry,4,2082,364,162,0.7291666666666667,48.06389339804168,1.1272314786990698,0.10351454280522097,"{""TSLA"": 59, ""AAPL"": 53, ""MSFT"": 50}",call_14d_delta35,151.82336007977457,0.6998521661602646,0.05715994199934005,0.4691358024691358,0
geometry,4,2082,364,162,0.7291666666666667,48.06389339804168,1.1272314786990698,0.10351454280522097,"{""TSLA"": 59, ""AAPL"": 53, ""MSFT"": 50}",call_30d_delta40,38.86042660766844,0.47463966368774907,0.03260832213667285,0.47530864197530864,0
geometry,4,2082,364,162,0.7291666666666667,48.06389339804168,1.1272314786990698,0.10351454280522097,"{""TSLA"": 59, ""AAPL"": 53, ""MSFT"": 50}",call_45d_delta50,20.08621976920451,0.36450898987063374,0.024254731520046362,0.4876543209876543,0
